Module,Title,ECTS,Exam Type,Exam Date,Link to Modul,Link to Exam
M-INFO-100808,Parallelrechner und Parallelprogrammierung,4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x25E582DFDEB12540B590A59987F8B431&camvguid=0xB1B095D47C6E3F41B37B8951EEC5DF5B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xE8C16845EB704234A116854B34396387&camvguid=0xB1B095D47C6E3F41B37B8951EEC5DF5B&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100791,Innovative Konzepte zur Programmierung von Industrierobotern,4.0,Schriftliche Prüfung,19.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x5F3A9B6271890F42BE928A5A13625845&camvguid=0x41AD8D913A72B44DB7D4F40A037F3530&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xD769E1DFA812481293ACBD80CBDF414D&camvguid=0x41AD8D913A72B44DB7D4F40A037F3530&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100807,Low Power Design,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x03A8DBF136EA544B8DB5FF58F4ADD83E&camvguid=0x968AD9E0057978428AC52DC9CAC5B63E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x5B7C7CBD082C41F7839EBF445945B847&camvguid=0x968AD9E0057978428AC52DC9CAC5B63E&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100814,Biologisch Motivierte Robotersysteme,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xFEAFA0F5A999DB4EB37CA1832889960F&camvguid=0x2C5680975BF33E4AAA5B5A95BE303DD3&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x7AEFBA9C86F9471D8BA95139C49C1219&camvguid=0x2C5680975BF33E4AAA5B5A95BE303DD3&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100797,Algorithmen in Zellularautomaten,5.0,Schriftliche Prüfung,03.09.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x46CF361001FB2644A89E0FFA14721D8A&camvguid=0x09156E9E03BF9240ABE390A0079B77B8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x8C3B47C0F0544FD4A8E5A6F3FD54E324&camvguid=0x09156E9E03BF9240ABE390A0079B77B8&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100822,Heterogene parallele Rechensysteme,3.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xFCA5B33F187A4D449807C8D1E546DB2D&camvguid=0x70AA395A0D3ECF4EAEE037FEA7237EC9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100823,Signale und Codes,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xA0554B020E3E344DB909F49C64FACB6F&camvguid=0xF31880BD58659B459964913276AF539D&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x3528129386B3427FB246690BEC7B1EFB&camvguid=0xF31880BD58659B459964913276AF539D&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100801,Telematik,6.0,Schriftliche Prüfung,25.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x61AFB44AF5C3FD47A36DB5C30690244C&camvguid=0x40FF7DBE9DEF094BA7008E35C00167D3&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x9D8EE5D5EC654BCBBF80C751D9750432&camvguid=0x40FF7DBE9DEF094BA7008E35C00167D3&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100829,Stochastische Informationsverarbeitung,6.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x23216C7C6DA3DA4D8358A3C35A5503B8&camvguid=0x79796E51911DF74493C7AB023B77D0D9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x80569412E8D94CDB85596DBBDFA77296&camvguid=0x79796E51911DF74493C7AB023B77D0D9&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100831,Entwurf und Architekturen für Eingebettete Systeme (ES2),3.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x14B17D64016ECA4EACC119142C08D940&camvguid=0x43A5A141FCE7D548B0EEC653DE7D3D3F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100830,Optimierung und Synthese Eingebetteter Systeme (ES1),3.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x012917FD6AE22E4CB98E4DAEDE0877BA&camvguid=0x3B28DA7F6ACBD945A212C0126B2118DE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100803,Echtzeitsysteme,6.0,Schriftliche Prüfung,18.08.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xFCC038322D3AF74D8F5CEE8A8B6AEA7A&camvguid=0x5AF7E34B421E12488920C639B262E285&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x3AB539D7EB874085A07E948983885233&camvguid=0x5AF7E34B421E12488920C639B262E285&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100837,Kurven und Flächen im CAD I,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xCBE68B1DCC89C24E86E8F22FEFA56D88&camvguid=0xA3626F6662EBAF4CBBCE8C3E0C4B779A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xE7FE0C900B8344069E64282B99021D00&camvguid=0xA3626F6662EBAF4CBBCE8C3E0C4B779A&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100818,Rechnerstrukturen,6.0,Schriftliche Prüfung,08.08.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x60F0548AB688414087884F8143C1BABD&camvguid=0xC1C7EFC3A9A3AE4F9FF6CE0EC46825B1&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xC6EBE54DFAAC4C3EBE2C5AE2FE9C3056&camvguid=0xC1C7EFC3A9A3AE4F9FF6CE0EC46825B1&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100841,Formale Systeme II: Theorie,5.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x86F8A14505F2914D975847F4E582AB2F&camvguid=0x5D46533AC88C8343903D11077772350F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100824,Mensch-Maschine-Wechselwirkung in der Anthropomatik: Basiswissen,3.0,Schriftliche Prüfung,12.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x96A4406EBF9A4D4885E0ACB76AC55A01&camvguid=0x381C3E158380CD45B95A47FE27A20D66&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x5DB75E9D4C054757B525666EE800F2E3&camvguid=0x381C3E158380CD45B95A47FE27A20D66&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100839,Unscharfe Mengen,6.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x9C5DE391B493494ABC3D25D4EE25D361&camvguid=0x2F78C1867D93BB479AF354385953968D&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xC5EC1ECD98FD475A9C5B8334E7171F1C&camvguid=0x2F78C1867D93BB479AF354385953968D&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100826,Automatische Sichtprüfung und Bildverarbeitung,6.0,Schriftliche Prüfung,03.10.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xCEDF7DB984DEE04F99E2707C9374A221&camvguid=0x66F2E3608502AE4A80DE580F3939E06C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x8A51511B31B04EFB970A430560C0EBA7&camvguid=0x66F2E3608502AE4A80DE580F3939E06C&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100840,Lokalisierung mobiler Agenten,6.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x36A2C71CB54A2B42B9723DEBA7120D54&camvguid=0xA7D5F2CBDF5CB74892A2CD3D7E4C4E11&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x5D9EC613E4B445C98555D1995D1F2E61&camvguid=0xA7D5F2CBDF5CB74892A2CD3D7E4C4E11&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100844,Software-Architektur und -Qualität,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x826567B1AEAFF24E98E8758AE236C939&camvguid=0x013C8D9F8A3FD544BD656FF0496D04BC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xC615F71B88C1458298DE6B718BA3EDFA&camvguid=0x013C8D9F8A3FD544BD656FF0496D04BC&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100847,Grundlagen der Automatischen Spracherkennung,6.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xAA3C13681C3EC547AD88F18A80EBD21F&camvguid=0x881D93C82C0A97419863B3F0233B149A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x3B151BDCFB3F47B2B39B560F82CFC52A&camvguid=0x881D93C82C0A97419863B3F0233B149A&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100856,Computergrafik,6.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/student/specificModuleView.asp?gguid=0xE2971F16127D473482D70FCBE225D897&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100850,Reliable Computing I,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xA1A9AFAD8FAC6F49AF2E4A353269EC6E&camvguid=0x2F8065089BE7FC4384A7EAB68C8B04DE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xE7B26E3EBE7A4BB986F159C196A545A7&camvguid=0x2F8065089BE7FC4384A7EAB68C8B04DE&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100825,Mustererkennung,6.0,Schriftliche Prüfung,24.09.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xD6EA7196C0F31047A98DEB54A625E7F5&camvguid=0x949DB4A5B71044A296B7F78419055029&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xEAB69F98803A4604B7305AC04CA06B32&camvguid=0x949DB4A5B71044A296B7F78419055029&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100848,Maschinelle Übersetzung,6.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x9DACFD390E3B1646A9464B27D349DDAE&camvguid=0x4ADE78B281FE5E4BA516AE5426DE4C92&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x5FE5DDE8547F46BDAE159B475AC0CE1C&camvguid=0x4ADE78B281FE5E4BA516AE5426DE4C92&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100833,Softwaretechnik II,6.0,Schriftliche Prüfung,05.09.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x2713BF35B7E7844D879357975B9A414A&camvguid=0xF86DD62F0D7C824AB25125836646DE4D&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xB34A1040FC464124896D1EE4F52D6E4C&camvguid=0xF86DD62F0D7C824AB25125836646DE4D&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
